climatebelief	econcern	poli	ambient1	ambient2	source01	ResponseId	consent	activist	envhope	cblame_ind	cblame_gov	cblame_corp	cblame_comm	cvictim_ind	cvictim_gov	cvictim_corp	cvictim_comm	cresponsible_ind	cresponsible_comm	cresponsible_gov	cresponsible_corp	emo_Angry	emo_Worry	emo_Sad	emo_Hope	emo_Guilt	freqthought	freqemo	asp1	asp2	asp3	asch1	asch2	asch3	asu1	asn1	asn2	asn3	asu2	asp4	asu3	asu4	asi1	asi2	asi3	CaseID	Direct	Target	Time	Temperature	Weather	Wildfire	Economy	PoliInaction	IndividualInaction	NotStressed	Overreact	Habitat	School	NewsDocs	Pollution	IceCaps	Plastic	Future	Health	Guilt	Bot	Other	recall_gen	emointense	selfdistr1	active1	denial1	substance1	emosupp1	disengage1	active2	denial2	vent1	instrumental1	substance2	reframe1	sblame1	plan1	emosupp2	disengage2	reframe2	humor1	selfdistr2	accept1	vent2	religion1	instrument2	accept2	plan2	sblame2	religion2	humor2	eco1	eco2	eco3	eco4	gender	Female	race	DELETE	age	educ	zipcode	poliideo	poliparty	venting	selfdistract	emosupport	active	planning	disengagement	substance	selfblame	denial	humor	religion	acceptance	instrumental	reframing	EconPoli	econcernXpoli	ambient3	concernC	asF1	asF2	asF3	distancing1	distancing2	problemfocus	probsocial	minimization
3	7	7.00	5.80	2.00	0	R_3HBTkmTSBWM2Tvm	4	5	5	4	5	4	3	5	3	5	5	5	5	5	5	1	5	4	5	4	5	5	7	6	7	6	5	2	6	7	4	4	6	7	1	7	1	1	2	61	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	"Honestly, I feel stressed every time I do a survey about climate change. It bring everything to the forefront of my mind again. It causes me worry and emotional pain. Sometimes I wonder what or if I could have done something different on a personal level. It's scary but I still have hope that a disaster can be averted."	5	1	4	1	1	1	1	4	1	1	1	1	2	2	4	1	1	3	1	1	4	1	2	1	2	4	3	1	1	1	4	2	1	Female	1	Asian	0.00	48.00	6	53220	7	7	1.00	1.00	1.00	4.00	4.00	1.00	1.00	2.50	1.00	1.00	1.50	3.00	1.00	2.50	49.00	49.00	2.00	6.38	5.75	2.33	1.50	1.30	1.50	4.00	2.50	2.33
3	7	9.00	6.80	2.00	0	R_3GxGuMB3FdyLX2Q	4	4	7	5	5	5	5	5	5	5	5	5	5	5	5	3	5	5	4	3	6	6	7	7	7	6	6	1	7	7	4	1	7	7	7	7	5	1	7	63	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"I was stressed about climate change when our small town experienced an F4 tornado that damaged several homes, businesses, and our hospital. The weather that day was crazy. It was summer like temperatures and it was February. My first thought at the time was that climate change was definitely real, and it was affecting the weather."	7	2	4	1	1	3	1	4	1	1	2	1	1	2	4	2	1	1	1	3	4	4	4	4	3	4	2	4	1	2	4	4	2	female	1	White	0.00	54.00	6	72560	9	9	2.50	2.50	2.50	4.00	4.00	1.00	1.00	2.00	1.00	1.00	4.00	3.50	3.00	1.00	63.00	63.00	7.00	6.79	6.58	1.00	6.00	1.20	1.17	4.00	3.38	1.00
3	7	2.00	5.00	4.00	0	R_2SBoot2jUnyCcU4	4	4	2	3	5	5	3	4	1	1	4	3	3	4	5	4	4	4	1	3	5	5	6	6	5	5	4	2	4	6	6	2	5	6	5	4	6	6	6	64	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"As a biology student, I often have classes that discuss effects of climate change and this is where I get stressed about it the most. In one instance, I had the science and statistics in front of me and the knowledge that people deny these processes, and I just feel powerless."	7	4	3	1	1	1	4	2	1	2	1	1	1	1	2	1	3	1	1	4	4	2	1	1	4	2	2	1	1	2	3	3	2	Female	1	Hispanic	0.00	23.00	6	60629	2	2	2.00	4.00	1.00	2.50	2.00	3.50	1.00	1.50	1.00	1.00	1.00	4.00	1.00	1.00	14.00	14.00	6.00	6.08	5.17	3.33	6.00	1.60	1.50	2.25	1.63	3.33
3	6	5.50	6.00	4.00	0	R_ypF8V5NAe2FIsHD	4	4	5	4	4	4	4	5	5	5	5	5	5	5	5	4	4	4	2	5	3	3	7	7	7	6	3	2	6	6	6	3	6	6	6	6	6	5	6	66	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"I have a few health problems that make it difficult for me to be in high temperatures. Even though I live in Florida, I have noticed throughout the years that each summer is more difficult to handle than the previous summer. This is quite bothersome."	6	4	4	1	1	2	1	4	1	1	2	1	1	1	3	2	1	1	1	2	3	3	2	2	4	3	2	2	1	1	2	3	2	Female	1	Caucasian	0.00	32.00	6	33542	5	6	2.00	3.00	2.00	4.00	3.00	1.00	1.00	1.50	1.00	1.00	2.00	3.50	2.00	1.00	33.00	33.00	6.00	6.00	6.00	3.33	6.00	1.10	1.08	3.50	2.75	3.33
3	6	2.50	4.80	3.00	0	R_2uPQq5lya3hWdaq	4	4	6	2	4	5	2	4	3	2	5	2	3	5	4	2	4	2	3	2	4	4	3	3	6	5	6	2	6	5	6	2	6	5	5	3	5	3	6	68	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	"I felt stressed about climate change when I read reports about the global temperature forecasts. It stressed me because they will increase to a dangerous level during my lifetime. I feel somewhat powerless to do anything from preventing it from happening, and that causes a lot of stress for me."	4	3	3	1	1	2	1	3	1	2	2	1	3	1	3	2	1	3	1	2	4	2	4	3	3	3	1	4	1	2	3	2	3	Non Bibnary	2	white	0.00	34.00	6	12734	3	2	2.00	2.50	2.00	3.00	3.00	1.00	1.00	1.00	1.00	1.00	4.00	3.50	2.50	3.00	15.00	15.00	6.00	5.46	4.92	2.33	5.50	1.00	1.33	3.00	2.63	2.33
3	7	3.00	5.40	3.25	0	R_ey9U7oIX0v6oufn	4	4	5	5	5	5	5	5	3	3	5	4	3	5	5	3	4	5	3	3	4	3	7	6	7	2	2	4	5	6	7	2	7	6	6	6	5	2	7	69	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	The winter season in my state has been very little. Typically around this time of the year it is very hard to drive because of the bad snowstorms. Although this is a positive for me (since I have to drive far and don't enjoy driving in the winter) this is a sign of a larger problem: climate change.	3	2	1	1	1	1	2	2	1	1	2	1	1	2	2	1	1	3	2	3	4	3	1	1	4	2	1	1	4	2	3	2	1	Heterosexual	.	Asian	0.00	23.00	7	49464	3	3	2.00	2.50	1.00	1.50	2.00	1.50	1.00	1.50	1.00	3.00	1.00	4.00	1.50	2.00	21.00	21.00	7.00	6.29	5.58	2.67	6.00	1.60	1.67	1.75	1.50	2.67
3	4	5.00	3.50	4.00	0	R_56hTrWMWkjEKWR3	4	4	5	2	3	4	3	4	3	2	3	2	3	3	4	2	3	2	3	2	2	1	3	4	3	4	2	4	4	4	4	4	4	4	4	3	5	3	5	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	When I was younger I heard about a hole forming in the ozone of the Earth. It got me scared and I wondered how the future would be and what could be done to fix it.	5	2	2	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	3	3	1	1	1	1	2	1	1	1	1	2	1	1	male	0	white	0.00	32.00	7	16301	5	5	1.00	2.50	1.00	2.00	2.00	2.00	1.00	1.00	1.00	1.00	1.00	2.00	1.00	1.00	20.00	20.00	5.00	3.79	3.58	3.67	5.00	1.20	1.17	2.00	1.50	3.67
3	6	2.50	6.10	2.25	0	R_eUS4kpBU8845RTP	4	5	6	3	5	4	3	3	3	2	3	3	3	5	4	3	4	4	2	2	5	5	6	6	7	6	6	2	6	6	6	3	6	6	7	5	2	2	3	73	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"My family lives in the mountains above Los Angeles.  Last year, after years of drought and insect damage to trees, we experienced fires that destroyed wide areas of forest and numerous homes and businesses.These recurrent fires are historically unusual and severe and are predicted to occur in the future with increasing regularity. We were evacuated from our home several times as flames neared our small town, causing extreme stress and worry and financial losses."	7	3	2	1	1	2	1	3	1	3	4	1	2	1	3	4	1	2	1	2	4	3	2	3	1	4	2	2	1	1	4	3	3	male	0	Hispanic/Latino	0.00	32.00	7	92339	4	1	3.00	2.50	3.00	2.50	3.50	1.00	1.00	1.50	1.00	1.00	2.00	2.50	3.50	2.00	15.00	15.00	3.00	6.04	6.08	2.33	2.50	1.10	1.25	3.00	3.13	2.33
3	6	1.00	6.40	6.00	0	R_bENCSZjgEOqacxP	4	1	6	5	4	4	3	5	5	4	4	4	5	4	5	5	4	5	3	4	4	5	6	7	6	6	7	6	6	7	6	7	6	7	7	6	5	6	5	76	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	Felt more stressed about climate change because of the lifestyle changes and need a health check. Felt ashamed and felt like likely-minded people	6	3	4	3	3	4	4	3	3	4	3	3	3	4	3	4	3	4	3	3	3	3	4	4	3	3	3	4	3	4	3	4	3	Male	0	White	0.00	35.00	7	32050	1	1	3.50	3.00	4.00	3.50	3.00	3.50	3.00	3.50	3.00	3.00	4.00	3.00	3.50	3.50	6.00	6.00	5.00	6.21	6.42	6.33	5.00	3.20	3.25	3.25	3.50	6.33
3	7	1.50	6.90	1.75	0	R_UrTmYgbPmL7ciB3	4	5	5	3	5	5	3	5	5	5	5	5	5	5	5	5	5	5	4	5	6	6	7	7	7	7	7	2	6	7	7	1	7	7	7	7	3	1	7	78	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"I live in south Florida, and in 2017 hurricane Irma destroyed our community, up and down the coast.  Yes, hurricanes are and have been a fact of life forever, but the frequency and intensity is always increasing exponentially.  I have witnessed what a natural disaster can do, and it is more stressful than I can possibly relate.  Not having power, water, food, gasoline, etc, for weeks on end is no joke.  I wouldn't wish it upon anyone.  I'm proud to live in a state that leads the country in solar and wind power, in order to reduce our dependence on fossil fuels and our carbon footprint."	7	4	4	1	2	4	1	4	1	2	2	1	1	2	4	2	1	4	1	2	4	4	1	2	2	4	2	1	1	3	2	2	2	Male	0	White/Caucasian	0.00	39.00	7	32962	2	1	3.00	3.00	3.00	4.00	4.00	1.00	1.50	2.00	1.00	1.00	1.00	3.00	2.00	2.50	10.50	10.50	7.00	6.96	6.92	1.33	5.00	1.30	1.50	4.00	3.25	1.33
3	6	3.00	3.90	5.00	0	R_9YnouPsfD9rFxGV	4	4	5	1	5	5	1	4	4	4	4	2	2	5	5	3	3	3	2	1	5	4	6	6	5	3	2	5	3	6	4	2	2	5	2	5	7	6	6	79	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"A was stressed about climate change when the temperature hit 65 degrees here in my northern cold city where the temp should be 20 degrees at this time of year.  It made me think about the reality of the problem and about how really powerless we are at addressing it, especially with the incompetency of the government in the US."	5	2	2	2	1	1	3	2	1	2	1	1	2	1	2	1	2	2	1	2	2	2	1	1	2	2	1	1	1	1	2	1	1	male	0	white	0.00	55.00	7	15228	3	3	2.00	2.00	1.00	2.00	2.00	2.50	1.00	1.00	1.50	1.00	1.00	2.00	1.00	2.00	18.00	18.00	6.00	5.04	4.08	4.33	6.50	1.40	1.50	2.00	1.50	4.33
3	6	7.00	4.40	4.50	0	R_ctBOpaQwn5uWfgB	4	3	6	2	4	4	4	3	3	4	3	2	2	2	1	2	2	1	2	5	5	5	7	1	5	5	4	2	3	7	6	4	5	5	2	7	6	6	1	84	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"yes talking about the climate change,this time around it is a drastically change in the atmosphere,the coldness is getting too much and this has started to cause discomfort almost for all."	3	1	2	2	2	4	1	4	3	3	1	2	2	4	3	1	2	3	1	1	3	3	1	2	1	2	2	3	2	2	3	3	3	male	0	white	0.00	27.00	7	94027	6	8	3.00	1.00	2.50	3.00	2.50	1.50	2.00	3.00	2.50	1.50	2.00	2.00	1.50	2.50	42.00	42.00	1.00	5.38	4.75	4.00	3.50	2.10	2.17	2.75	2.38	4.00
3	6	8.00	4.70	5.00	0	R_29t89Sx4tyoQgs1	4	5	7	3	5	5	4	5	5	5	5	3	4	5	5	4	3	4	5	3	5	5	3	5	4	5	6	6	5	6	6	1	5	5	6	3	7	6	7	87	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"I have recently been to a ski resort, hoping that I will be able to practice my favorite sport. But I was extremely disappointed because in that resort it did not snow at all this winter."	7	2	3	3	1	2	3	4	3	3	2	1	3	4	4	2	1	3	1	2	2	4	4	2	3	4	2	4	1	2	4	4	4	male	0	white	0.00	66.00	7	20147	8	8	3.50	2.00	2.00	3.50	4.00	2.00	1.00	3.00	3.00	1.00	4.00	2.50	2.00	3.00	48.00	48.00	7.00	5.46	4.92	4.33	7.00	2.00	2.17	3.75	2.88	4.33
3	4	6.00	4.50	5.25	0	R_1cSnvHhT1cSTP3f	4	3	4	4	3	3	4	3	3	4	3	3	2	3	4	3	4	3	2	2	4	4	5	5	4	3	5	6	4	4	5	4	6	4	4	5	6	5	4	88	3	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	It affects energy. Increasing greenhouse gas in the atmosphere. Its affects health also.	5	3	3	2	2	2	3	2	2	3	2	2	4	1	3	3	4	1	3	2	3	3	2	3	2	2	2	3	3	3	3	3	3	male	0	black	0.00	28.00	7	98052	5	7	3.00	2.50	2.50	2.50	2.50	3.50	2.00	1.50	2.00	3.00	2.50	2.50	2.50	2.50	24.00	24.00	4.00	4.25	4.50	5.00	5.00	2.40	2.42	2.50	2.50	5.00
3	6	1.50	5.30	5.00	0	R_25XdT72mWlUiYiv	4	4	5	4	3	5	4	4	2	2	5	5	5	5	5	3	5	4	4	2	3	3	6	5	5	5	6	5	5	3	6	6	4	6	6	5	4	5	6	89	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Australian wide fire is a recent example. I feel the Australian government did not prepare enough for it despite knowing how sensitive their environment is. The incidence brought a sad moment for me as many lives were lost	5	2	3	2	2	2	2	3	3	2	3	2	2	1	3	3	3	2	3	2	3	2	2	3	2	3	2	3	2	2	3	2	2	male	0	white	0.00	56.00	7	01923	2	1	2.00	2.00	2.50	3.00	3.00	2.50	2.00	1.50	2.50	2.50	2.50	2.50	3.00	2.00	9.00	9.00	6.00	5.58	5.17	5.33	5.00	2.20	2.17	3.00	2.88	5.33
3	4	7.00	5.10	3.75	0	R_9Zhi9DCFarEZpZf	4	3	5	3	4	3	3	3	2	4	3	4	4	3	2	3	4	3	3	4	4	3	3	6	6	6	6	6	5	5	5	3	4	5	6	4	3	3	6	92	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	It affects my health and it affects my day to day life also.	5	2	2	3	3	3	2	2	3	2	2	1	2	3	3	3	3	3	3	3	3	2	1	2	2	3	3	3	2	2	3	1	2	male	0	black	0.00	28.00	7	98052	7	7	2.00	2.50	3.00	2.00	3.00	2.50	2.00	3.00	3.00	2.50	2.00	2.50	2.00	2.50	28.00	28.00	6.00	4.54	5.08	4.00	4.50	2.60	2.58	2.50	2.50	4.00
3	7	1.00	5.40	4.00	0	R_3J7Zc0iLuQKqHt1	4	5	5	1	5	1	1	4	3	2	3	2	2	4	4	3	5	3	2	1	5	5	6	6	6	5	5	3	6	6	6	3	4	5	6	5	6	4	6	96	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"Well, I remember arguing with that crazy guy who thought climate change didn't exist. It made me very stressed because it was largely because of people like him that there's a problem at all. I logically know he's just one person, but emotionally he became the representative of everything wrong with humanity and might as well have been a captain planet villian."	6	3	3	1	1	2	1	2	1	1	2	1	2	1	3	3	1	2	3	3	3	3	2	3	3	3	2	1	2	3	3	2	2	Male	0	Black	0.00	30.00	7	85225	1	1	2.00	3.00	2.50	2.50	3.00	1.00	1.00	1.50	1.00	2.50	1.50	3.00	2.50	2.00	7.00	7.00	6.00	6.25	5.50	3.33	6.00	1.40	1.50	2.75	2.63	3.33
3	6	7.00	5.20	5.00	0	R_2EAItVMCQolr9vK	4	1	6	4	3	2	2	4	4	3	2	4	3	4	5	4	3	3	2	3	4	5	4	4	6	6	5	6	6	4	4	6	6	5	4	6	4	4	5	98	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	when i see pollution in the morning.i felt very sad about that.	5	2	3	2	3	2	2	3	3	2	3	3	1	3	3	2	3	4	2	4	3	2	3	2	3	2	3	2	3	1	4	2	3	male	0	white	0.00	22.00	7	52136	8	6	2.00	3.00	2.00	3.00	2.50	2.50	3.00	3.00	2.50	2.50	2.50	3.00	2.50	2.50	42.00	42.00	5.00	5.50	5.00	5.33	4.50	2.70	2.67	2.75	2.50	5.33
3	6	1.00	5.90	7.00	0	R_1llPezd1KMTBJjp	4	4	6	5	4	3	4	5	4	4	3	5	4	3	4	5	4	3	2	4	5	6	7	5	6	6	6	7	5	6	6	7	6	7	5	6	7	7	6	99	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	I felt stressed about climate change because living more in alignment that the values and the environment must be good and the health problems and occurs worrying about the wealth. Should go for energy health check	7	3	4	4	4	3	4	3	3	4	3	3	3	4	3	2	4	3	2	3	3	2	4	3	2	3	3	2	4	3	2	4	3	Male	0	White	0.00	31.00	7	97477	1	1	3.00	3.00	2.50	3.50	3.00	4.00	3.50	3.50	3.50	3.00	3.00	2.50	3.00	3.00	6.00	6.00	6.00	5.96	5.92	7.00	6.50	3.50	3.42	3.25	3.00	7.00
3	4	4.00	2.50	4.75	0	R_5yBas4SyN5GbJQZ	4	3	3	4	3	3	2	4	3	4	2	4	2	2	3	1	1	1	2	1	3	1	3	2	2	3	2	6	2	5	4	2	2	3	3	3	6	5	6	103	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	"I would say this was when the forests in Australia was burning. I thought to myself that us, humans, did this. We caused the world to become like this and we caused climate change. Seeing all the animals die really stressed me out. I also felt sad as well."	4	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	Male	0	White	0.00	29.00	7	33028	5	3	1.00	1.50	1.00	1.00	1.00	2.00	1.00	1.00	1.00	1.00	1.00	1.50	1.00	1.00	16.00	16.00	6.00	3.42	2.83	4.33	6.00	1.20	1.17	1.00	1.00	4.33
3	7	2.50	5.40	2.50	0	R_2v2Fyg86X509jLg	4	4	6	3	4	5	2	5	5	5	5	2	3	5	5	2	3	2	4	2	5	3	6	6	6	5	3	3	5	6	5	1	5	7	6	5	3	3	7	104	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"The place I lived in the past was ravaged by flood, one of the many consequences of climate change. It was a stressful and frustrating experience as I lost most of my properties. This event made me become a pro-environmentalist in terms of my shopping decision."	7	2	4	1	1	4	2	4	1	2	4	1	3	2	3	4	4	2	2	2	3	3	2	4	2	4	1	2	1	2	3	3	2	Male	0	White	0.00	40.00	7	16823	3	2	2.50	2.00	4.00	4.00	3.50	3.00	1.00	1.50	1.00	1.50	2.00	2.50	4.00	2.50	17.50	17.50	7.00	6.21	5.42	2.33	5.00	1.60	1.75	3.75	3.88	2.33
3	6	4.00	5.20	4.00	0	R_BXJ0yH6kuwJoFlD	4	4	5	3	4	4	3	4	3	2	4	3	3	4	4	3	5	5	4	2	5	5	5	6	5	4	4	3	6	5	5	5	5	6	6	5	4	4	6	105	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	The weather is changing in Las Vegas . I didn't have a heavy enough winter coat. I knew the climate was changing.	5	2	2	1	1	2	1	2	1	2	3	1	2	1	2	2	1	2	2	2	2	1	2	2	3	2	1	2	1	2	3	2	2	male	0	white	0.00	50.00	7	89119	4	4	1.50	2.00	2.00	2.00	2.00	1.00	1.00	1.00	1.00	1.50	2.00	2.50	2.50	2.00	24.00	24.00	6.00	5.58	5.17	4.00	5.00	1.10	1.25	2.00	2.13	4.00
3	6	7.00	4.20	4.50	0	R_eLGovgGMsxNk1pf	4	4	2	3	5	5	3	4	2	2	4	4	4	4	4	4	5	4	2	4	4	4	4	5	5	5	2	6	3	6	6	2	5	5	4	4	7	3	7	107	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	"I remember what a National Geographic video a few months ago about Antarctica. And at the end of the video, they spent time discussing the drastic effects climate change is having on the polar ice caps. It is having a terrible impacts on the animals in that area. I remember seeing a sickly looking polar bear for example, and it was floating on what looked like a thin piece of ice. The whole video made me feel terrible, and I started to get stressed over the effects climate change is having on these animals. I remember just having the helpless feeling of not thinking there is much we can do to reverse these effects. It made me feel sad and kind of upset, and worried for the future."	5	2	2	1	1	1	3	2	1	2	1	1	2	3	2	1	2	2	1	2	2	2	2	1	2	2	3	2	1	1	2	1	1	male	0	White	0.00	37.00	7	69101	7	7	2.00	2.00	1.00	2.00	2.00	2.50	1.00	3.00	1.00	1.00	2.00	2.00	1.00	2.00	42.00	42.00	7.00	5.25	4.50	3.67	7.00	1.70	1.75	2.00	1.50	3.67
3	6	5.00	5.50	5.50	0	R_1LiZbPA0WCYmylU	4	5	6	3	4	4	4	4	5	5	4	4	3	4	4	2	1	2	5	2	6	6	5	5	5	6	6	6	5	5	5	6	6	6	6	5	4	6	6	110	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"i feel very happy, and surprised. i felt into happines."	2	3	2	2	3	3	2	2	3	2	1	1	2	4	2	2	1	3	4	2	2	2	1	4	3	3	3	2	2	3	1	2	3	male	0	white	0.00	29.00	7	90201	9	1	2.00	2.50	2.50	2.00	2.50	1.50	2.00	3.50	2.50	3.00	1.50	2.50	2.50	2.50	30.00	30.00	6.00	5.71	5.42	6.00	5.00	2.50	2.50	2.25	2.38	6.00
3	5	3.00	4.40	4.25	0	R_1oHIDrlkwks78Qg	4	4	6	3	3	4	2	4	3	2	4	3	3	4	4	2	3	3	3	2	5	3	4	5	5	4	4	5	5	5	5	5	3	5	5	4	4	3	6	111	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"Whenever I see an idiot in a big truck ""rolling coal"" I shake my head. SOme people are so fucking stupid."	2	4	3	1	1	1	2	2	1	1	1	1	2	2	1	1	1	2	4	3	3	2	2	1	3	2	1	1	1	1	2	2	2	Male	0	White	0.00	43.00	7	45177	3	3	1.50	3.50	1.00	2.50	1.50	1.50	1.00	1.50	1.00	2.50	1.50	3.00	1.00	2.00	15.00	15.00	6.00	4.75	4.50	4.33	5.00	1.50	1.58	2.00	1.50	4.33
3	5	4.00	4.30	4.50	0	R_2Sf6hasTZTm208j	4	4	4	3	4	5	3	5	5	5	5	5	4	4	5	2	4	2	2	2	3	3	5	4	5	4	3	4	4	6	5	3	5	5	3	5	6	5	6	112	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	When the last hurricane hit florida in 2017. It was the most massive hurricane to hit the state and it's sheer size scared me to death. Luckily it moved away near the last second and avoided our area.	7	3	3	1	1	3	1	2	1	2	2	1	3	1	2	2	1	1	2	3	3	2	1	2	3	2	1	1	2	1	2	2	1	male	0	black	0.00	31.00	7	33063	4	4	2.00	3.00	2.50	2.50	2.00	1.00	1.00	1.00	1.00	2.00	1.00	3.00	2.00	2.00	20.00	20.00	6.00	4.75	4.50	4.00	6.00	1.20	1.33	2.25	2.25	4.00
3	6	2.00	2.90	3.25	0	R_2sTGoGeMHD6tZGd	4	4	5	3	4	4	4	4	2	2	2	5	5	5	5	2	2	2	3	3	3	2	3	5	3	2	2	3	2	5	4	1	3	4	3	2	4	5	4	114	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	One time when I was stressed about climate change was when I read a news article about the subject. It laid out all the things that could happen and that were already happening and it made me stressed and fearful about what is to come if we don't take initiative and do something about this issue.	3	1	3	1	1	1	1	2	1	1	1	1	2	2	3	1	1	2	1	3	3	2	1	1	4	3	2	1	1	1	3	2	1	male	0	black	0.00	30.00	7	70114	2	2	1.50	2.00	1.00	2.50	3.00	1.00	1.00	2.00	1.00	1.00	1.00	3.50	1.00	2.00	12.00	12.00	4.00	4.58	3.17	3.00	4.00	1.20	1.33	2.75	1.88	3.00
3	6	7.00	6.10	6.00	0	R_1mw2wuGV67Y1M1r	4	4	6	4	5	4	5	5	5	4	5	5	4	5	4	3	5	4	4	3	4	3	6	7	6	6	5	4	7	6	5	7	7	6	6	5	6	7	5	116	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	"I’m not concerned about climate change, but I’m deeply concerned about climate propaganda. Part of what motivates me to fight climate propaganda is the damage it does to young people.
I mean, older people tell a kid they have no future, that they will probably die a miserable death, that ambition, desire, are killing the world. Then they wonder why they don’t want to do their homework.I remember the global cooling scare. I even remember the nuclear scare. Its all a load of nonsense, designed to distract attention from how the guy in charge is trousering all the loot."	6	3	3	2	1	2	4	4	4	2	4	2	4	3	2	3	2	3	3	4	3	2	3	4	2	3	3	4	3	2	3	4	3	male	0	hispanic	0.00	28.00	7	05675	7	7	2.00	3.50	2.50	3.50	2.50	3.00	1.50	3.00	3.00	3.00	3.50	2.50	4.00	3.50	42.00	42.00	5.00	6.00	6.00	6.00	5.50	2.70	2.83	3.00	3.13	6.00
3	1	5.50	3.40	3.50	0	R_3DhZIwtb3bYALkL	4	2	5	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	3	5	3	3	3	3	4	4	3	3	4	3	3	3	4	4	3	118	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	"I saw on the news once that ice caps are melting, and some polar bears might die.  I was sad about that."	2	2	2	3	3	1	2	1	2	1	2	1	1	2	1	2	1	1	2	1	2	1	1	1	2	2	2	1	2	1	1	1	2	male	0	Caucasian	0.00	35.00	7	13145	6	5	1.00	1.50	1.50	1.50	1.50	1.50	2.00	2.00	2.50	2.00	1.00	2.00	1.50	1.00	5.50	5.50	3.00	2.21	3.42	3.33	3.50	2.00	1.83	1.50	1.50	3.33
3	6	6.00	5.20	5.00	0	R_2QLo5IuYiwjGYkY	4	3	4	4	3	4	3	3	3	4	4	3	4	3	4	4	3	4	3	4	2	2	5	6	4	6	7	4	5	5	6	6	5	5	4	5	5	5	6	121	3	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"It is a major aspect of current climate change, and has been demonstrated by direct temperature measurements and by measurements of various effects of the warming"	6	2	3	2	3	2	3	2	2	3	2	1	3	2	2	3	2	3	2	3	2	3	2	3	2	3	2	3	3	2	3	3	2	Male	0	White	0.00	35.00	7	08840	6	6	3.00	2.50	2.50	2.50	2.50	2.50	2.00	2.00	2.00	2.50	2.50	2.00	2.50	3.00	36.00	36.00	6.00	5.63	5.25	5.00	5.50	2.20	2.33	2.50	2.50	5.00
